EAR_ID,EAR_HISTORY,STATE
1696313664.875494,0.260507907674111#0.257204100794301#0.263573791405561#0.227141815510861#0.222176428840938#0.0774628023652611#0.0708475288998841#0.107833283488054#0.143042065678583#0.21993757249441#0.257859431644838#0.252865867790068#0.259935402398946#0.258050066893962#0.268125898502521#0.259410113440782#0.246014795980063#0.259349325435946#0.250418553231801#0.247088564204896#0.270716764815478,normal
1696313668.1025112,0.257012067628825#0.264605855408393#0.276050503867351#0.260731891193493#0.252480499288201#0.254385645784654#0.249727449753279#0.268528800101607#0.265424913887532#0.264601092153688#0.255389019937289#0.254203860554994#0.246705679321688#0.246361532384111#0.248185679129328#0.248470018480036#0.244727185379929#0.250678329823479#0.260744853705614#0.253302008984412#0.271175902589835#0.268021075643108#0.267254995376188#0.259331821166801#0.255041308273833#0.253777684682377#0.255338961050135#0.263027609959432#0.27238761433223#0.255202007675863#0.256511560213567#0.236968429896392#0.177409200211935#0.190783545231544#0.190035788428445#0.227048712514565#0.21198432126155#0.232239127866894#0.237865062713163#0.231121866872449#0.249472827020796#0.258568834962989#0.276720463693978,abnormal
1696313674.691499,0.277151244179776#0.298462847835926#0.288650114900831#0.299257597397742#0.2888252376232#0.289221052108939#0.285538246645956#0.286355357009658#0.288912820715787#0.284146990637121#0.279488583781438#0.298804083917913#0.295195994452485#0.291642413655599#0.288930540085514#0.27349401852125#0.281511295515344#0.277723183768769#0.254842358337793#0.261932536410919#0.257055942226244#0.259422875638677#0.27356682645444#0.247441921578322#0.277296306736309#0.265613500655033#0.277579113707122#0.284464790803203#0.286423619186178#0.290239828090677#0.290791470115202#0.288722014780743#0.288168518159949#0.257648060977651#0.312593643811125#0.295686729946462#0.279679660351886#0.292187901549904#0.304240014729035#0.298677492643542#0.296566454317903#0.29407101465044#0.271599454171596#0.297771992248454#0.276657005852698#0.291210114416997#0.306172983095377#0.297243660597579#0.276212428907959#0.291353679973137#0.307196708775719#0.302259584236111#0.300267549027462#0.295622675346978#0.332750185534517#0.287923134485739#0.288862390574539#0.260929913112778#0.270483291830064#0.260084175893386#0.284959128782992#0.278385319328109#0.277746218834607#0.295158557214504#0.281983795606218#0.287584523097123#0.278276612657719#0.269773629421364#0.269455244358538#0.263513330858537#0.236119745717313#0.0623489654428685#0.0742166112673377#0.0869040640790409#0.0915577444510487#0.0743318723293007#0.18178791244225#0.244621043950509#0.25594121604432#0.261728318555872#0.269413242534354#0.279597028414094,normal
1696313681.8945005,0.267503136432068#0.27829955716177#0.283136702312714#0.274939188408704#0.266801213545772#0.252787130617307#0.270848550243333#0.275059122693562#0.27618316479503#0.290166334867328#0.276025304129029#0.283423359790383#0.282903993513822#0.258326329533356#0.267427865249068#0.279591374189003#0.285119378306121#0.273651321971926#0.271409993833367#0.287594589547408#0.277065969253919#0.269229173463053#0.280799510139583#0.283669587269383#0.286623288735254#0.302787424011624#0.29961149701949#0.277394741030331#0.27745966513478#0.280451040270311#0.277733966874653#0.28405641775939#0.281259090530426#0.269595746220157#0.25587424406973#0.26888947903424#0.274869732379572#0.254093387670586#0.297280637877024#0.257636462386173#0.242836531667358#0.243206647953291#0.240111631178849#0.247867684743521#0.24182020862668#0.257137003217634#0.264124128761323#0.266227918064991#0.257635446147082#0.272284137625799#0.257208983198241#0.255520949128493#0.286485034819792#0.265759303284048#0.252497927550112#0.260025078455593#0.255638090514006#0.260452457790647#0.256299100221636#0.273691912592412#0.260624578585277#0.259067375556717#0.246106788250959#0.256918900419018#0.23416372373937#0.24143936994737#0.243699053356524#0.236120985092879#0.262014075883425#0.240713303114782#0.248632161084867#0.271641580344644#0.232735452823986#0.277820884927964#0.26214848128197#0.236039071590762#0.26100266751502#0.249681519316995#0.251773477148374#0.237278109286837#0.252824639417037#0.272695631820438#0.264404686868139#0.187878008861464#0.103639854231242#0.0790827960440532#0.117972062915193#0.244684449455649#0.240203458857435#0.242785738857586#0.252780224809189#0.268924967109026#0.26396700519931#0.270988175946411,normal
1696313686.4654963,0.246294044096956#0.263040135597015#0.254280824365182#0.242504156899059#0.266288541863909#0.260454453468017#0.244078825994869#0.246131040199617#0.260248400929815#0.228297974543555#0.246956077021466#0.246601063448318#0.252544105265901#0.23337898326402#0.250850039423651#0.0420117493689982#0.0607101613068355#0.0917594595872398#0.158954731911697#0.21413133751208#0.226644014646372#0.224969231256207#0.242320918061574#0.246229194967049#0.258114094083454#0.255310066768312#0.254922429436594#0.266167553294473#0.255310066768312#0.265629800657647#0.246133102897117#0.257337177314527#0.238474724495454#0.250063614543448#0.259415765773229#0.267551175718249#0.235652050360123#0.257350217561898#0.268537855086989#0.252318514274338#0.262548696656424#0.230071386362864#0.100478559403835#0.0951358773317804#0.106106198340472#0.102009951240768#0.156998962846168#0.162603903180251#0.158482911007065#0.171160748855812#0.166604923116899#0.176189266809353#0.158779775786712#0.165144167347623#0.0962782495792099#0.0885121077587642#0.247997458726561#0.266306461589158#0.271685960392494,normal
1696313688.622493,0.27278515392401#0.273260740147052#0.281322605217741#0.277237283885257#0.283927347702539#0.275431519812914#0.262661055746234#0.263377289226815#0.268412166216084#0.2573893181311#0.22841457251821#0.220295070570117#0.234175714058445#0.260547060463024#0.240617037707114#0.242393983365985#0.252304913791895#0.256237863369083#0.241188960502604#0.248203988444352#0.228134709902359#0.270253487485575#0.253205461826533#0.255811991517973#0.258352834039004#0.226520873499821#0.236364100979859#0.116685266106504#0.306118891244363,abnormal
1696313701.455492,0.328106557790563#0.295817305762168#0.345109979496168#0.348269640679197#0.341197151076174#0.346747733350127#0.354246248828176#0.344102376082758#0.344700382456953#0.334463789722544#0.343471710201302#0.336917981197044#0.367655996756546#0.330994374549326#0.338834705284693#0.337770150205093#0.334423273682351#0.350993091226314#0.320778472274386#0.347548827165983#0.332989278335165#0.328960315888833#0.338434009179487#0.333202907790973#0.327570831211147#0.328780672438048#0.343659692886606#0.326886963122445#0.306832505978889#0.318503417679073#0.30071734325049#0.289368815111728#0.307723167091961#0.265767979919792#0.262035606631926#0.28445281972064#0.269364763732653#0.270951787192199#0.269660813272839#0.273350725175022#0.277193086743683#0.277829905849579#0.283885708026231#0.294466743742207#0.311690985536882#0.294423384714297#0.297674150896204#0.306800599075428#0.310654804091549#0.319231170955611#0.292359849880422#0.306871199824789#0.301782271124678#0.315896086329825#0.317757157520862#0.303503244542958#0.304110061010698#0.300999390774791#0.302785202430337#0.306728599731157#0.308201696611923#0.294788972054273#0.297988927240748#0.292110890384103#0.304298885643984#0.294515295368099#0.299672547993504#0.29371880056055#0.289068904768446#0.280621067508773#0.304178730136222#0.29488746493118#0.327985114070777#0.303160615433837#0.307972993589371#0.302644335775566#0.292333263462846#0.313137644809445#0.315628320800806#0.310809102927149#0.309071400655168#0.31943441841396#0.328315482753067#0.326465177274215#0.326944408458203#0.330667505039094#0.304360778559699#0.30982166065409#0.313610156000999#0.284981489667678#0.313881814715249#0.316567894496653#0.315027604507362#0.295442710235994#0.294788734511366#0.286159990038573#0.284902149849654#0.274851576265252#0.271600521047505#0.276025064182914#0.270175786977334#0.275445139620142#0.273998662575579#0.264836519127094#0.265120128660401#0.262100122764539#0.272071632521815#0.282319042587726#0.263493132265967#0.270056250495178#0.267719479258982#0.265866334376336#0.280627782580035#0.264317077104939#0.259550986710821#0.250415423200216#0.265325185839645#0.274830328112421#0.249481519726017#0.25897895013775#0.252605753945334#0.258581982938314#0.255944749290825#0.258699792309088#0.252145595811352#0.275211801056274#0.267507488907252#0.26808939019371#0.281022485948787#0.286393177149411#0.291613235151214#0.288420622733001#0.282761872504981#0.298650161988728#0.280373143422309#0.291313223805931#0.290659384696297#0.279811071285015#0.280653056800927#0.301231868878218#0.292054375110335#0.29189623621306#0.283809172553181#0.288719777400912#0.289531725256637#0.284914268041776#0.292679611820942#0.288302359892421#0.283251740119653#0.280327419832619#0.275473250056439#0.274193165727093#0.269915473831536#0.278501064178201#0.277586444284136#0.265510758868511#0.299565671972396#0.107767540996118#0.134684321048369#0.177174083016531#0.221977930609885#0.285553367987725,abnormal
1696313712.8105018,0.266371447328006#0.275875102316494#0.281132832740042#0.288320794418263#0.289854807654385#0.283438981797968#0.29223663962827#0.275583774012684#0.279347739744474#0.280984238669678#0.304939996596316#0.277745433035772#0.263794456977784#0.253999381256149#0.262807595954148#0.275467523501828#0.277702402076112#0.287449726304762#0.278526177490532#0.27376398398958#0.302352084041829#0.296914172517467#0.286981212828016#0.301257705660993#0.29921235491507#0.28329568894698#0.289930205146079#0.284293810457613#0.270191726062003#0.280211948303723#0.300133686376904#0.294199988940514#0.272837979302755#0.270446203715252#0.272332941366181#0.267488435001143#0.283277993746632#0.274918310260665#0.295555092527204#0.308950500671874#0.29636150965705#0.289378639106684#0.252168229347316#0.289870053931428#0.278870742990328#0.261585117710096#0.320098892315067#0.310407756519777#0.278190664234112#0.262031712066588#0.265281459845936#0.275600862107262#0.288187186867804#0.286398920026569#0.288043921105522#0.287453628575172#0.264088917203674#0.275696358393971#0.269399159637417#0.271491879277355#0.264995967952706#0.261873495306996#0.304414613117226#0.307720573041571#0.317901444593139#0.317582755434577#0.309597218307533#0.294917664712918#0.295924976245309#0.295172789223591#0.300330228315285#0.315044883947666#0.30683375573003#0.314500327026872#0.318848113024298#0.311661825983452#0.307531203838585#0.31479731910215#0.293792142773688#0.280409882267911#0.285268388140868#0.288422065055724#0.278341275118359#0.290414743852874#0.299775220677289#0.311071808712377#0.303820942208094#0.320601593197154#0.286739865534193#0.300270472082166#0.301575264782634#0.306471783152231#0.312861329079896#0.303230259592344#0.298753510487667#0.308515160834578#0.308604459611903#0.311055690834082#0.303192360088468#0.291773079902159#0.340305014752392#0.319634832359354#0.304932048323411#0.308357782883534#0.308528261904666#0.337121917080701#0.332060168438097#0.307724488044784#0.329611882619348#0.311393505163041#0.308975814059968#0.33199708217561#0.314844065732696#0.310335634773171#0.31803361830687#0.305446940107221#0.321963692935062#0.318219268596497#0.295637057856878#0.325486105912743#0.318579385744359#0.318446024639108#0.317418579008643#0.309617328022094#0.307538474296192#0.312704429212663#0.319413314875479#0.295925456912273#0.296391469176954#0.30509346846809#0.307830582558298#0.295937055566282#0.294790510446576#0.301318348126784#0.298683231634098#0.302563061037896#0.301918860894593#0.297366626511907#0.0986006713306811#0.0974000474313947#0.251040230503516#0.263612393281655#0.277649583461433,abnormal
1696313717.0624943,0.27369098158772#0.273848671362986#0.281877008464789#0.290592088501048#0.291470341557877#0.29096438999606#0.292434124809351#0.323313486985189#0.296796632147024#0.306001568379407#0.296473506326989#0.320620206550906#0.328956690966461#0.318780457226764#0.322601789680253#0.32966305937774#0.338021483934171#0.301674518418202#0.30242425354267#0.298113044991575#0.314970364665574#0.301232461777151#0.308582281184225#0.307230466227322#0.295903018727655#0.303249187339152#0.304890499833408#0.287167727001407#0.255718503354054#0.283141856541502#0.27205481156469#0.255396487247081#0.287388417589403#0.280611777039043#0.318386653839668#0.288289629338816#0.30158861116025#0.269545202506549#0.284492989088164#0.296176247071334#0.278406376044578#0.285526100229793#0.286094848002358#0.284647192423785#0.277450524825152#0.290402586683002#0.289021583366527#0.29368437548534#0.297611273522169#0.298461877132866#0.293259241211704#0.220725982377716#0.134347324289323#0.298692300099924,abnormal
1696313722.1326137,0.280445454908642#0.306301467450292#0.304262678299555#0.316222448664404#0.313944197005728#0.297581377309926#0.314812379967682#0.301486620252033#0.313600470982959#0.296624753171176#0.33013740959362#0.315158649153239#0.310917016781898#0.298115279179352#0.319501723530351#0.322012163661822#0.319682651078208#0.311299390128417#0.295926950601153#0.310684796328978#0.298746292683802#0.309943055114684#0.287308159361337#0.296985427168912#0.312637068972179#0.289815422560169#0.315693773776282#0.308778058137347#0.329780054546442#0.327471063809277#0.296149920127079#0.301791725601189#0.311053970871684#0.290438637058108#0.3178376097456#0.322186775164919#0.31364180640819#0.311590456310355#0.338303108890646#0.307833966155805#0.315244687674818#0.323920919596985#0.327203827798123#0.31745244559888#0.322891941075223#0.314535999688863#0.311314218203494#0.293977317218179#0.300369579802059#0.283154667840456#0.280512244007761#0.275381115911668#0.277603313469402#0.283272233856362#0.282499387063239#0.267308529979265#0.270405297041872#0.256551281726673#0.252589420766887#0.14075789235372#0.148152921290812#0.263188363769577#0.269686037618072#0.287971979424643,abnormal
1696313723.7456322,0.280351839882712#0.29292773555378#0.305937137763016#0.296320900566481#0.294463208722346#0.300971432391117#0.285602291499839#0.28175186901505#0.264262748387987#0.249801199941274#0.247775063758863#0.24822998492274#0.253094260730611#0.244877256901889#0.23419669574479#0.219993677081209#0.150143995664707#0.0981374471114164#0.187096564007389#0.25239229916115#0.276219326886461,abnormal
1696313728.4086204,0.285305685503798#0.276108061748621#0.282305510614832#0.286597227488208#0.284276770328221#0.284089488180309#0.292812848203451#0.292945625151727#0.267622007074075#0.268670938358902#0.266074032431085#0.256443479285604#0.283270674767536#0.257474053267166#0.279869244891767#0.268603381545584#0.263936173555842#0.266905289527851#0.279553574944026#0.256120748383428#0.269776768684931#0.271840757374073#0.264903333032515#0.258203363659085#0.268683118191918#0.256156741151338#0.266010997249703#0.262711699873828#0.269418536625805#0.273653891998665#0.267225853733167#0.274850574454353#0.142305963446331#0.106485965169896#0.0993856348644713#0.167423541515072#0.205404175431011#0.246189496232603#0.241102730948477#0.241299292368454#0.257700577047298#0.254801960060505#0.246955973254252#0.238710875608418#0.255663375251262#0.235670361813972#0.241095839888846#0.254923404380356#0.256180219233399#0.247942548339954#0.252756866030784#0.248140234180215#0.254974257416999#0.248634357873214#0.251714438453963#0.25912582008244#0.21112962380202#0.248784404097218#0.27393103045124,abnormal
1696313729.768616,0.284717910630485#0.274676480075721#0.292537608109917#0.281704946356969#0.283704388569481#0.281704946356969#0.0988727811209898#0.10546958737236#0.217069968605731#0.253754867021576#0.244729317088979#0.242301381709101#0.239146052740238#0.251816896239264#0.268465085153233#0.262691173781915#0.25381041132646#0.280604036520652,abnormal
1696313735.3176146,0.269771893806866#0.256312644110366#0.259661355627001#0.253992734025302#0.26738963453331#0.251296692635056#0.245133762093372#0.252947912027756#0.259264689609385#0.250316867406249#0.255249592799515#0.245084472719417#0.238268387370656#0.231853869581299#0.238756576864517#0.257448570973583#0.251095363638778#0.262667441231647#0.259165256123857#0.255339331194249#0.26156888333891#0.247743230736445#0.266321119007692#0.265322027040568#0.235819201336738#0.238565031639487#0.232983137732558#0.238967276575216#0.295951348783467#0.309068872364452#0.28548495043726#0.298475631668942#0.280838450669262#0.291297822515476#0.282611255013914#0.281316794524275#0.296606699284266#0.269209352646825#0.265775701897966#0.273603252579792#0.272550454768116#0.264392224414568#0.26272756658287#0.284028388377562#0.278512112642423#0.262495167437284#0.264666103111381#0.260634671712439#0.262809457745158#0.259057655897331#0.266696874790743#0.261912752942132#0.285942294276592#0.272346211701031#0.26304467628666#0.266015359927926#0.261371954958005#0.27186756872345#0.289562777203134#0.29370796338891#0.288648867385345#0.284932760648318#0.299683286917615#0.285269878885694#0.313618744720161#0.300215505315083#0.297539572369319#0.2945214848371#0.299666032939273#0.312541604537542#0.292438553727606#0.293342358043445#0.0826744077856397#0.0853366975606529#0.274807420295697,abnormal
1696313741.007616,0.302737287105558#0.288988190731553#0.274632667477348#0.293040539492973#0.282024207762606#0.288581241122186#0.287021358906032#0.30006916337153#0.28755897674728#0.301481960272952#0.290925115356771#0.300004461885115#0.307091695120431#0.298671527029722#0.305099802004174#0.285566797608161#0.30564025386558#0.290162946364708#0.297944020224594#0.297559184946672#0.298158599848856#0.290165723839482#0.287334882387663#0.289254565552386#0.308963683878649#0.314556985771379#0.296882008485776#0.303433593350719#0.3045884101051#0.30349829039671#0.290550189693318#0.321499818893765#0.309838596971006#0.308257487140166#0.313952944192424#0.308180440548472#0.316856790051863#0.30979291053164#0.288372198758245#0.310360737755158#0.316717159765924#0.304750146807731#0.274250450559582#0.259235428535485#0.274936202771806#0.259839840308902#0.253812857426874#0.264666171857957#0.2529060253437#0.259670689718519#0.287407236517058#0.298987385343157#0.301524331193839#0.283035860871424#0.314759597947654#0.29170579782672#0.30326573377551#0.299736747979351#0.272527049362795#0.290392210825147#0.290512822972648#0.270496425507624#0.272920635963884#0.287438479673583#0.264649607440084#0.27516948734832#0.259720132514753#0.269229578929955#0.231202439436985#0.124225846593278#0.11737968145309#0.268529862798052#0.266388919360225#0.248825303807225#0.282524124788744,abnormal
1696313745.1166134,0.290934193164945#0.2955639223222#0.291277741541825#0.262310214648568#0.253865084947182#0.286551519480141#0.255316880011852#0.271860258068927#0.271098309352303#0.274807755703611#0.281868876777158#0.292834555682586#0.289763793920994#0.284093110682725#0.279537903409711#0.288410583892064#0.285530186772527#0.287439503560689#0.277705885951514#0.275100609041948#0.293993946359361#0.273091768996834#0.30639698843591#0.311211752605606#0.295302615538089#0.290339296329357#0.280893833709971#0.299502760768937#0.289763653097967#0.269942929972476#0.298695237715717#0.278155100332028#0.283831916874997#0.273587416900186#0.281636215705461#0.272282458036814#0.285941461344638#0.292798550536944#0.284078184567546#0.303606892294007#0.29823162323332#0.293088649716597#0.30968140125768#0.308794665321027#0.302137132962206#0.301902417840221#0.295626814085665#0.29480742166847#0.231289354787573#0.122217480125458#0.196263234043148#0.253838879249263#0.283736305898424,abnormal
1696313754.404573,0.272446171894355#0.286181747571546#0.281401132448655#0.280573984673562#0.285522370026685#0.279868011444926#0.250094049022553#0.254476007867815#0.262617493998608#0.278269877840475#0.277447241146592#0.26489104442615#0.268168734582743#0.269414215657355#0.294733980150118#0.2678129421069#0.273170701567026#0.279912055688482#0.281284892784337#0.288419492803258#0.277256459111869#0.271574207226625#0.270791544217217#0.273996497461082#0.280381822597235#0.309264261003437#0.274124570046083#0.291141809987499#0.302632473010101#0.295399507979657#0.305675017283678#0.297882684250633#0.300091594791371#0.304393418725759#0.28334950738092#0.285823685170311#0.269877023625653#0.292753640938049#0.280456239753638#0.26784240393798#0.2796965734578#0.271245480898843#0.279168831299074#0.271875392650111#0.300870579260548#0.298650009690904#0.303837605092617#0.284670840859071#0.305244924482883#0.308390299730125#0.302412925269291#0.308898378198126#0.296636208896046#0.290996033993876#0.291029938845381#0.281195836935637#0.29083084375313#0.302931063142824#0.307368346144283#0.303749062198705#0.303380106119205#0.304393418725759#0.299328590836862#0.296971773216046#0.306449383966986#0.295498375469618#0.332183821827851#0.30138683463388#0.30155893983013#0.303652624040349#0.295407359719569#0.296488298197675#0.288802298253658#0.297497258505042#0.302125285612819#0.297941305802995#0.303006593082066#0.290976423673356#0.299588180475138#0.305397903758142#0.30892290180921#0.301770373227344#0.296142228524739#0.315267427252948#0.318011341351603#0.299372045461747#0.312038443295433#0.308478800912253#0.312898595477676#0.286119630279464#0.269679250058753#0.279974154950886#0.285473654702985#0.296073121881637#0.28327101710376#0.285137714659446#0.285776601510722#0.295894901633954#0.301275465285449#0.273648926111858#0.276372496136652#0.284037271480006#0.227406599290455#0.180682389359355#0.217883450206175#0.216190605643669#0.194250811280476#0.17015561814696#0.155640718836426#0.159135297907435#0.155671287023642#0.182866490315428#0.262231519119524#0.274324068624797,abnormal
1696313755.6385844,0.275744017376991#0.291533642499799#0.285004560344466#0.287134839603635#0.287696194836706#0.260850316131882#0.264844975012608#0.302643048602841#0.272858702935593#0.261603711989865#0.165568210412359#0.189261926834848#0.237140085133374#0.249133743308837#0.26965842442574#0.277756478844504,abnormal
1696313756.8785665,0.285668544688215#0.280637981675224#0.286762274720381#0.274518205305814#0.283091988275639#0.265941834567184#0.217671812537391#0.154984295838988#0.173234860552568#0.19989035334534#0.200152929891567#0.167250826659238#0.249242909609281#0.302533417835929,abnormal
1696313758.1398766,0.287845677625892#0.309114987076407#0.275012092923775#0.269541841132102#0.277953162284341#0.276356887450551#0.269209315448767#0.276774536890011#0.162418916486076#0.198307481856512#0.181753546480931#0.185067922439522#0.209173913356681#0.229320619967257#0.218347836590415#0.240769064109867#0.293957188330833,abnormal
1696313760.4011397,0.287134385696045#0.290369427542624#0.254487156711887#0.261360236477743#0.264988794393334#0.0872638484538338#0.217078876288002#0.242653093152548#0.240485905189008#0.198639517645616#0.235863813622952#0.2317616847418#0.240935266191817#0.221544165798308#0.246641186021987#0.267731102135755#0.257618737945977#0.242612197831013#0.261308665026949#0.250277597149548#0.249981670375876#0.246244192607641#0.250279834303773#0.255188107135819#0.256273398393496#0.274391013003638,abnormal
1696313769.2001526,0.280564918299204#0.277509338951372#0.260510613635111#0.259949361201151#0.27052264203651#0.271584220663702#0.200292411640433#0.243846970110355#0.249851832299506#0.217589733432406#0.206866917914801#0.207821879817483#0.238382424697232#0.25001149772859#0.263471310355965#0.243998843714029#0.257898600303534#0.266576809641863#0.257465186832827#0.274301524470382#0.272817385294371#0.252000063913516#0.257207615232951#0.255570749589348#0.249120496243215#0.258395907767896#0.248993761948762#0.268576983984999#0.268751737571965#0.284055783182115#0.273225328935808#0.268600615206608#0.24024378201251#0.263999311932634#0.261176695046029#0.26189260554447#0.257529506676951#0.272938250344897#0.257112085053382#0.279398646149246#0.261789670137466#0.250957191941543#0.277237283885257#0.282766622648275#0.242279416461902#0.243887240546324#0.246428200749869#0.274531619228109#0.260517926090665#0.264503615811913#0.265031451829244#0.249522316802563#0.248370894312613#0.256746310509028#0.257433051889779#0.247143866531497#0.27007862353194#0.247688442364619#0.267382501385101#0.258901136675985#0.247042563033169#0.255336281671192#0.257227957651132#0.245354399174396#0.234477123886668#0.23101159420153#0.241763738143521#0.238054284867883#0.2374911385098#0.250784051873204#0.234606112040709#0.259202278223648#0.221347351336543#0.271724288139981#0.262864928039841#0.268302525819991#0.245911529677741#0.243376909980708#0.255334992480552#0.267228724462788#0.261958564347778#0.260091113225004#0.220255330203681#0.203957933842737#0.207834179165864#0.17106983138274#0.167704796263399#0.142870402278105#0.18201902432599#0.192627525023668#0.149954296812458#0.160655153318839#0.134505078573574#0.158980795002044#0.118673181048517#0.156389472744074#0.111409292041057#0.139994496137045#0.140529872811049#0.132731393634642#0.158358386169752#0.12130640953872#0.127710339023744#0.104994805651172#0.109935928704258#0.0971976202866978#0.0866478530975994#0.279094353282086,abnormal
1696313772.4185474,0.30298341979577#0.32477960971641#0.320426204007533#0.326926092263009#0.320616219048482#0.293678180982806#0.324393200238751#0.292778356322508#0.307057762528064#0.313834315018988#0.304394951408618#0.299031832818649#0.257147183608831#0.267887477147825#0.285274774645317#0.277640608208367#0.279878523577885#0.285115882155537#0.274524684904704#0.272908524893702#0.261760557245653#0.260386538349966#0.224793828298757#0.248034238865492#0.221584327512142#0.142184399629181#0.137956589466174#0.119355298965425#0.157971528721583#0.13159740713418#0.14232816447887#0.161297426451836#0.133805786500722#0.132392700617202#0.109498251935153#0.112012573765339#0.105078405531542#0.119890112635229#0.100796170181071#0.268039172109586#0.280041860678857,abnormal
1696313789.699046,0.273542094829719#0.287650952932053#0.283845422291971#0.288710069659645#0.278928531903411#0.272806158415844#0.28935523157801#0.288953903330161#0.276449068712526#0.241272326657077#0.163301850117938#0.138359451379037#0.126674908643285#0.106018988982261#0.122710434750018#0.136499338669031#0.123168203618684#0.152808164755878#0.155044008888408#0.140351514413284#0.147804511046742#0.158541679540514#0.167197939962966#0.175314855138947#0.176787830661663#0.179268283117096#0.162483691277012#0.192888311900243#0.183782886554927#0.174660016517473#0.156820802185813#0.162107874422454#0.178732177149178#0.160294641020026#0.178319464153241#0.176967075087202#0.177503067490977#0.168716224689319#0.167229597693082#0.169198267953592#0.145127645330888#0.198429790164662#0.163579080218291#0.191649182062363#0.173477957763201#0.184981130922695#0.197926454806723#0.226141886898663#0.2200852177619#0.24227863824513#0.253232037356663#0.224649494708784#0.182787435847649#0.182948531403748#0.15285149640025#0.182980315784964#0.179375202606526#0.193759074216741#0.181696244974821#0.212164650918745#0.204681776418309#0.241885560433334#0.203143087186306#0.184262970668996#0.190997864818033#0.216341146958876#0.159279892373644#0.176717817692309#0.158565591505641#0.166722389479581#0.168307301104283#0.17283843538564#0.190111203787163#0.162863437455305#0.18996025305976#0.161606220612843#0.169084228956955#0.185521301912179#0.159981301465308#0.163117703514322#0.162750102428049#0.169742721783026#0.180154483119587#0.19475286687074#0.19074675266449#0.178502898545681#0.185323562807116#0.180088342276316#0.185336430064455#0.188606243736233#0.17599024272877#0.167218411152977#0.175135907529823#0.18690179983906#0.17275560765764#0.16340055309083#0.15961782455885#0.177439441347031#0.173755493643511#0.136542275660807#0.14774815695696#0.158452678588124#0.150411347992088#0.164506390888701#0.145325429121538#0.158209896683672#0.147866047756954#0.125344198211236#0.131188749130977#0.1428123883045#0.129669538905512#0.156045570805678#0.157104887851931#0.160472922938503#0.159613467251003#0.162951654310654#0.144947816032338#0.15222969028094#0.176188434449347#0.158669971964691#0.157886972717429#0.155415646989884#0.155636358839779#0.164265474311873#0.168090046642303#0.181012168850578#0.189125738532289#0.188034513056996#0.192024199835561#0.185741381422562#0.185594063235731#0.172470673729605#0.197864091829185#0.177922103509093#0.133538081437578#0.138721724297727#0.141012942411906#0.136611186031755#0.138452764707758#0.167541793418742#0.153918363010469#0.147612737200153#0.156316726521379#0.161593666478825#0.159989397591113#0.150650017212848#0.146709136311417#0.143666556529524#0.167440432937548#0.149872680277184#0.180253556955231#0.142014958618428#0.151484102243949#0.145513429723881#0.146312528240587#0.150479336341972#0.144841600806799#0.159789381015863#0.176645005944678#0.15931365073772#0.141811454146559#0.146578506419565#0.156567366263363#0.155698101610399#0.135988603034173#0.155338079656095#0.167213730809801#0.176647722372408#0.151080117341291#0.181417189462647#0.12668557924713#0.132028010716305#0.162528189552148#0.151051340705956#0.177552062422945#0.162669088770333#0.149630326579537#0.145943397005017#0.144808201241047#0.157847293408454#0.153446611007416#0.154388864107072#0.135621466822183#0.165607002009296#0.148049881526434#0.146174952165787#0.142821392738087#0.139294744234159#0.150514552372491#0.163876570412681#0.154525645757508#0.157242612537107#0.163929159863364#0.172483426700265#0.197237545947981#0.179430378934588#0.194885317361213#0.187085266494282#0.181867678749441#0.165718704240091#0.167842260120218#0.169967169350949#0.168823417911643#0.179025496032329#0.170549802868435#0.134580589307117#0.186107505427818#0.121391627138989#0.151808170331046#0.128562274226189#0.169714647173853#0.146023520290812#0.164470427123006#0.124992483894862#0.124282399129356#0.119914004409914#0.158210552569931#0.129529515701967#0.170927889198831#0.154269466304759#0.144626939983364#0.165884191103586#0.146051118951542#0.168917291409687#0.112459038610226#0.113737676583548#0.252578883703062#0.261907504614426#0.278957823396205,abnormal
1696313795.3277333,0.291243611298027#0.282083983113817#0.274888112444812#0.282326262935107#0.253830086756901#0.259409573596735#0.23017844276032#0.233194838071547#0.249375595843995#0.242438018033595#0.258019166181557#0.277975684967676#0.264114668881988#0.297261889488439#0.282280498963866#0.299708810364915#0.270594313514052#0.263264492924879#0.275292216376975#0.266320579635799#0.252491107029544#0.267443138117053#0.256990440376873#0.247504346377511#0.276816928547681#0.276657702415834#0.248949738942479#0.242255408676873#0.242961719783064#0.24069387045495#0.256441255909095#0.219950836755612#0.229044411395366#0.212747970702626#0.25469596436842#0.27278515392401#0.252374333411503#0.276513622820222#0.299634079826111#0.294516105070595#0.27204117799463#0.279509797967966#0.259748383954457#0.265911869237755#0.280857686327907#0.288141402891182#0.286725041409967#0.282452685224357#0.242978604321628#0.218341994098465#0.13817591150952#0.145457062243281#0.196526143964181#0.124220814807571#0.181699290697175#0.237183662012149#0.252580007377133#0.223079793389463#0.227610206101678#0.227737364573054#0.196345095052928#0.190203161497326#0.20082289314017#0.157986777286631#0.155289374915681#0.238752957101322#0.221801154471966#0.229415656209373#0.286046568014087,abnormal
1696313796.4487433,0.236582635972444#0.265557518576217#0.261691105122648#0.251655861796084#0.240048112867041#0.238972967796367#0.233186033138005#0.239469889311508#0.21734107661621#0.16882563607922#0.238042573345134#0.269670233172143#0.264397526031912#0.27659172413289,abnormal
